match_id,team_id,is_home,goals,shots,shots_on_target,corners,fouls,yellow_cards,red_cards
28,28,true,0,13,0,5,10,0,0
28,23,false,0,14,5,2,11,2,0
29,29,true,2,15,6,8,9,2,0
29,8,false,3,15,5,7,12,1,1
30,1,true,0,19,5,7,2,1,0
30,16,false,0,15,8,8,13,4,0
31,2,true,2,21,6,5,10,2,0
31,25,false,2,7,3,4,14,1,0
32,3,true,1,5,2,4,9,2,0
32,15,false,1,4,2,4,19,4,0
33,8,true,1,26,9,7,9,1,0
33,9,false,2,13,6,7,15,1,0
34,16,true,0,13,1,5,17,3,1
34,30,false,3,12,5,7,11,1,1
35,17,true,2,18,5,9,9,1,0
35,28,false,0,7,0,3,12,2,0
36,20,true,0,1,0,0,15,6,1
36,1,false,1,22,9,9,8,1,0
37,24,true,0,13,5,6,4,1,2
37,29,false,1,15,5,5,9,4,0
38,27,true,0,20,6,6,20,4,0
38,10,false,0,8,3,2,9,1,0
39,23,true,3,23,8,6,4,0,0
39,21,false,0,6,1,4,12,0,1
40,26,true,2,9,4,0,6,2,0
40,18,false,1,11,4,1,15,2,0
41,1,true,2,29,12,13,6,1,0
41,24,false,0,9,4,1,13,1,0
42,9,true,0,10,2,4,13,2,0
42,17,false,1,21,7,4,13,3,0
43,10,true,3,14,9,7,12,2,0
43,8,false,1,15,2,14,12,2,0
44,18,true,3,9,3,4,6,1,0
44,16,false,1,8,4,4,11,2,0
45,21,true,3,12,4,4,10,2,0
45,3,false,1,7,2,4,11,3,0
46,28,true,1,17,6,1,11,1,1
46,26,false,0,8,3,3,14,1,0
47,29,true,0,8,1,4,5,1,0
47,23,false,0,14,4,5,5,0,0
48,15,true,3,21,6,4,8,2,0
48,2,false,2,11,4,5,13,1,0
49,25,true,0,12,2,6,11,2,0
49,27,false,1,15,4,8,12,1,0
50,30,true,2,17,3,6,8,0,0
50,20,false,0,14,4,7,11,2,0
51,2,true,0,13,3,2,10,2,0
51,29,false,1,11,6,7,11,3,0
52,3,true,2,15,5,7,14,2,0
52,25,false,0,9,2,3,15,4,1
53,8,true,2,22,7,5,12,3,0
53,1,false,0,9,2,5,11,1,2
54,17,true,1,27,8,16,10,1,0
54,30,false,2,6,3,3,7,2,0
55,20,true,1,15,5,5,8,1,0
55,28,false,2,13,4,5,12,2,0
56,24,true,2,11,4,3,7,1,0
56,15,false,2,12,5,4,12,4,0
57,26,true,0,12,3,2,12,2,0
57,10,false,0,17,2,4,11,2,1
58,16,true,1,23,7,6,4,1,0
58,21,false,1,7,2,2,13,2,0
59,23,true,2,15,8,5,6,2,0
59,18,false,3,10,3,5,13,0,0
60,27,true,1,22,6,6,9,1,0
60,9,false,0,12,4,5,11,2,0
61,15,true,2,16,7,6,9,1,0
61,1,false,5,26,12,5,12,1,0
62,16,true,3,21,12,11,8,0,0
62,2,false,2,10,4,1,13,0,0
63,18,true,3,12,7,5,12,0,0
63,25,false,0,9,4,2,17,3,0
64,20,true,2,11,5,4,12,1,0
64,8,false,2,16,4,6,15,2,0
65,23,true,3,18,7,4,18,3,0
65,26,false,1,11,4,3,14,1,0
66,24,true,2,8,5,3,13,1,0
66,3,false,1,11,6,7,11,0,0
67,27,true,4,15,8,5,17,5,0
67,17,false,1,22,8,9,6,1,0
68,30,true,2,19,7,7,7,0,0
68,21,false,2,16,7,5,17,0,0
69,28,true,0,15,2,6,17,4,0
69,9,false,1,16,3,4,22,4,0
70,29,true,2,9,4,6,9,0,0
70,10,false,3,12,4,4,8,3,0
71,2,true,0,13,2,9,12,1,0
71,24,false,1,12,5,5,12,0,0
72,3,true,1,12,6,5,8,1,0
72,28,false,1,11,2,3,13,1,0
73,8,true,1,10,3,4,14,2,0
73,23,false,3,13,5,6,14,5,0
74,9,true,2,21,8,8,14,3,0
74,29,false,0,7,2,3,13,3,0
75,17,true,6,23,11,6,13,3,0
75,20,false,1,6,4,3,8,1,0
76,21,true,1,17,2,16,4,0,0
76,15,false,2,16,5,8,4,1,0
77,25,true,2,12,3,1,14,2,1
77,30,false,2,20,6,8,11,4,0
78,1,true,3,12,5,3,8,1,0
78,18,false,0,9,5,6,17,3,0
79,10,true,1,14,4,5,10,3,0
79,16,false,1,13,4,11,19,3,0
80,26,true,2,11,2,5,8,1,0
80,27,false,2,19,11,6,19,4,0
81,8,true,2,9,3,4,22,1,0
81,2,false,0,8,1,4,17,3,0
82,9,true,1,6,1,1,9,1,1
82,30,false,3,24,4,9,11,3,0
83,10,true,0,12,3,5,12,2,0
83,18,false,3,10,7,3,14,2,0
84,17,true,5,15,11,1,11,2,0
84,3,false,1,5,1,7,5,1,0
85,23,true,2,14,6,6,16,2,0
85,15,false,2,26,7,7,10,0,0
86,27,true,0,13,4,8,15,1,0
86,16,false,0,12,3,6,11,2,0
87,28,true,0,8,1,3,11,2,0
87,1,false,3,17,6,9,12,1,0
88,29,true,1,8,1,1,12,2,0
88,25,false,0,9,2,5,13,2,0
89,20,true,6,11,6,3,10,1,0
89,21,false,2,18,6,7,10,1,0
90,26,true,0,14,2,1,6,2,0
90,24,false,1,9,2,2,14,2,0
91,1,true,2,20,5,7,11,2,0
91,10,false,1,10,5,5,14,0,1
92,2,true,1,9,3,4,10,2,0
92,26,false,2,11,4,6,8,3,0
93,15,true,1,12,3,3,7,3,0
93,9,false,0,9,4,2,11,1,0
94,21,true,0,16,3,13,11,1,0
94,29,false,1,7,4,3,6,2,0
95,24,true,0,12,1,11,10,3,0
95,28,false,2,13,3,5,18,1,0
96,30,true,2,12,5,7,10,1,0
96,8,false,1,8,4,4,12,5,1
97,3,true,1,11,3,4,8,0,0
97,27,false,5,14,9,5,15,1,0
98,16,true,1,15,2,10,8,1,0
98,23,false,1,8,3,7,11,0,1
99,18,true,0,6,1,6,17,2,0
99,17,false,0,6,1,4,13,2,0
100,25,true,3,9,3,1,12,0,0
100,20,false,0,21,8,10,10,2,1
101,8,true,1,8,2,1,9,1,0
101,16,false,3,16,7,7,21,4,0
102,9,true,0,10,5,7,12,3,0
102,18,false,0,5,1,3,15,3,0
103,17,true,2,21,5,12,4,2,0
103,21,false,1,5,3,4,13,2,1
104,20,true,0,15,6,11,6,1,0
104,24,false,0,9,2,4,16,3,0
105,26,true,0,8,3,4,12,2,0
105,1,false,3,15,5,4,7,0,0
106,28,true,2,20,5,7,16,3,0
106,30,false,0,8,3,2,12,0,1
107,29,true,2,14,6,6,3,0,0
107,15,false,3,13,5,4,11,2,0
108,10,true,6,15,8,6,6,3,0
108,25,false,2,17,9,1,5,2,0
109,23,true,2,11,2,4,5,0,1
109,3,false,0,16,2,6,5,2,0
110,27,true,3,17,6,4,6,0,0
110,2,false,1,13,2,3,15,3,0
111,3,true,0,20,5,16,9,2,0
111,20,false,1,2,1,0,11,2,0
112,15,true,2,12,6,4,10,0,0
112,28,false,1,8,4,2,10,1,0
113,18,true,2,13,3,5,11,1,0
113,29,false,0,4,0,1,10,3,1
114,21,true,1,9,5,5,12,1,0
114,26,false,0,8,0,2,7,0,0
115,24,true,1,8,2,1,13,3,0
115,8,false,0,19,4,9,10,1,0
116,25,true,0,9,3,10,3,1,0
116,23,false,1,11,4,11,7,3,0
117,30,true,1,16,5,3,11,1,0
117,10,false,1,13,4,5,12,2,0
118,1,true,1,10,4,7,12,0,0
118,27,false,1,14,4,6,17,1,0
119,2,true,0,3,0,3,7,1,0
119,17,false,0,13,3,8,7,1,0
120,16,true,1,22,4,14,7,1,0
120,9,false,2,9,4,6,6,2,0
121,8,true,1,21,7,6,4,1,0
121,21,false,0,4,2,5,12,4,0
122,10,true,4,16,9,2,6,0,0
122,2,false,0,10,3,3,9,0,0
123,17,true,1,11,3,11,5,0,0
123,16,false,4,14,9,5,13,3,0
124,20,true,0,9,1,4,9,4,0
124,15,false,3,18,7,9,12,1,0
125,23,true,0,16,1,7,8,2,0
125,24,false,1,16,4,3,8,0,0
126,26,true,2,11,4,4,7,3,0
126,3,false,2,16,4,5,9,2,0
127,28,true,1,10,5,4,6,1,0
127,18,false,2,13,6,10,12,2,0
128,29,true,2,4,1,3,14,3,0
128,1,false,1,11,3,5,10,2,0
129,27,true,4,22,12,7,13,2,0
129,30,false,1,10,4,6,9,2,0
130,9,true,0,19,7,11,18,1,0
130,25,false,1,12,4,2,11,3,0
131,2,true,2,12,6,10,6,2,0
131,28,false,3,14,6,10,13,3,0
132,3,true,3,19,10,10,6,2,0
132,10,false,3,11,6,5,6,0,0
133,9,true,5,19,8,7,7,1,0
133,20,false,1,7,2,5,13,1,0
134,15,true,1,7,3,1,5,0,0
134,18,false,1,10,2,8,7,1,0
135,17,true,3,16,9,6,14,2,0
135,23,false,1,12,8,4,11,1,0
136,25,true,2,18,5,9,4,0,0
136,24,false,0,7,3,5,10,2,1
137,16,true,1,10,2,8,12,3,0
137,26,false,0,8,0,7,6,1,0
138,21,true,1,7,2,3,8,1,0
138,1,false,1,12,3,6,6,1,0
139,27,true,0,9,4,4,14,4,0
139,8,false,0,5,1,4,9,2,0
140,30,true,1,17,6,5,15,0,0
140,29,false,1,7,3,2,16,2,0
141,1,true,3,16,7,3,7,1,0
141,25,false,1,11,4,2,11,1,0
142,8,true,0,19,6,11,10,2,0
142,3,false,1,15,5,4,13,1,0
143,18,true,0,21,1,6,9,1,0
143,30,false,0,9,2,2,13,0,0
144,23,true,1,23,5,10,4,1,0
144,2,false,1,9,2,4,9,2,0
145,24,true,2,7,4,1,9,0,0
145,17,false,0,11,4,6,10,1,0
146,26,true,0,10,2,3,3,2,0
146,15,false,3,16,5,8,19,3,0
147,28,true,2,14,7,4,11,3,0
147,21,false,0,6,1,1,10,3,0
148,29,true,1,11,4,3,13,3,0
148,27,false,1,9,3,6,10,2,0
149,20,true,2,6,1,2,6,3,0
149,16,false,0,10,1,7,10,1,0
150,10,true,1,19,4,13,4,1,0
150,9,false,1,14,5,6,11,2,0
151,3,true,2,11,5,5,12,2,0
151,18,false,1,11,5,7,12,1,0
152,9,true,1,12,5,8,11,0,0
152,23,false,0,15,3,5,13,0,0
153,17,true,2,13,5,5,13,3,0
153,26,false,1,13,7,5,15,1,0
154,21,true,1,9,2,5,9,1,0
154,10,false,1,15,3,4,6,0,0
155,25,true,0,14,2,8,6,1,0
155,28,false,1,13,6,3,9,0,0
156,30,true,0,22,9,11,7,1,0
156,24,false,0,12,3,7,9,2,0
157,2,true,0,18,2,5,8,0,0
157,1,false,2,8,4,5,7,0,0
158,16,true,2,28,8,4,7,0,0
158,29,false,2,4,2,4,10,0,0
159,27,true,1,20,8,6,13,2,0
159,20,false,2,8,4,2,14,2,0
160,15,true,2,9,5,1,16,2,0
160,8,false,1,11,5,8,8,0,0
161,8,true,3,17,7,2,12,1,0
161,25,false,1,11,3,2,12,3,0
162,10,true,2,13,5,10,6,2,0
162,15,false,3,10,5,2,14,1,0
163,18,true,1,11,2,11,4,0,0
163,21,false,2,6,4,0,10,2,0
164,20,true,1,8,4,3,9,1,0
164,2,false,1,10,7,7,14,3,0
165,23,true,0,11,4,4,18,1,0
165,27,false,2,13,6,7,9,1,0
166,24,true,1,26,5,7,6,2,0
166,9,false,2,12,3,3,12,0,0
167,29,true,1,6,2,4,12,2,2
167,3,false,2,16,7,8,9,1,0
168,26,true,0,21,2,8,6,0,0
168,30,false,0,11,2,9,9,1,0
169,28,true,3,6,5,7,6,1,0
169,16,false,0,12,4,9,9,0,0
170,1,true,2,8,5,4,5,0,0
170,17,false,1,20,6,8,16,2,0
171,2,true,1,15,8,9,14,3,0
171,30,false,1,10,4,6,13,3,0
172,3,true,0,10,4,8,10,1,0
172,9,false,0,8,0,9,13,0,0
173,8,true,2,17,2,9,7,1,0
173,28,false,2,12,3,4,15,4,0
174,16,true,1,25,4,7,11,2,0
174,15,false,0,7,3,6,8,1,0
175,17,true,4,19,9,5,10,1,0
175,25,false,1,11,3,1,11,1,0
176,20,true,0,10,1,1,16,2,0
176,10,false,1,20,7,7,12,2,0
177,23,true,4,15,5,3,10,1,0
177,1,false,0,7,4,4,9,0,0
178,24,true,2,13,3,1,13,1,0
178,18,false,0,11,6,12,16,2,0
179,26,true,1,7,2,0,10,1,0
179,29,false,0,9,3,7,13,3,0
180,27,true,3,15,10,9,4,1,0
180,21,false,0,11,3,4,13,2,0
181,1,true,2,13,6,9,7,2,0
181,3,false,0,10,3,3,8,0,0
182,9,true,0,10,2,7,11,3,0
182,26,false,0,5,3,4,16,2,0
183,10,true,3,15,3,6,10,2,0
183,24,false,4,8,5,2,12,1,0
184,18,true,0,12,2,5,16,4,0
184,8,false,0,8,3,3,6,2,0
185,21,true,2,9,4,3,10,2,0
185,2,false,0,6,3,7,21,5,0
186,28,true,1,9,1,5,11,4,1
186,27,false,2,10,3,3,13,2,0
187,29,true,1,22,5,18,7,0,0
187,20,false,0,7,2,6,13,0,0
188,30,true,2,13,5,4,6,1,0
188,23,false,1,15,4,7,12,3,0
189,15,true,0,11,4,1,11,1,0
189,17,false,0,21,5,13,8,3,0
190,25,true,0,8,3,6,8,1,0
190,16,false,1,17,6,4,16,3,0
191,1,true,1,16,3,7,10,2,0
191,20,false,0,15,6,4,9,2,0
192,15,true,0,16,2,7,9,1,0
192,3,false,0,9,0,1,5,1,1
193,18,true,2,19,6,4,14,2,0
193,26,false,1,9,4,2,10,1,0
194,21,true,1,10,1,4,9,1,0
194,23,false,0,10,4,9,7,0,1
195,25,true,3,13,6,3,8,3,0
195,2,false,1,8,3,3,13,4,0
196,28,true,1,11,3,4,6,1,0
196,17,false,2,16,5,5,10,0,0
197,29,true,2,16,5,4,7,1,0
197,24,false,1,10,3,6,15,1,1
198,30,true,2,18,10,3,11,1,0
198,16,false,0,23,2,9,8,1,0
199,9,true,0,8,4,5,12,3,0
199,8,false,3,10,4,7,15,0,0
200,10,true,1,12,3,4,8,1,0
200,27,false,1,19,4,4,11,2,0
201,2,true,1,13,3,9,15,2,0
201,9,false,0,9,1,0,9,1,0
202,3,true,1,11,4,4,8,1,0
202,30,false,3,10,5,7,5,1,0
203,20,true,3,14,6,5,10,1,0
203,18,false,3,12,4,3,12,3,0
204,8,true,2,14,2,7,13,3,0
204,29,false,2,13,6,7,8,3,0
205,16,true,3,22,6,9,9,2,0
205,1,false,3,14,5,3,7,0,0
206,17,true,0,22,5,12,5,0,0
206,10,false,0,7,2,5,6,1,0
207,23,true,2,15,7,8,9,1,0
207,28,false,0,4,1,1,11,2,0
208,24,true,3,14,4,7,5,0,0
208,21,false,1,5,2,3,8,1,1
209,26,true,2,10,5,8,9,2,1
209,25,false,4,7,5,6,12,0,0
210,27,true,0,21,5,16,13,1,0
210,15,false,1,10,2,8,10,0,0
211,2,true,1,14,5,3,13,3,0
211,15,false,1,12,5,4,15,2,0
212,3,true,3,15,8,5,8,1,0
212,21,false,0,10,3,3,13,1,0
213,8,true,3,14,7,6,12,1,0
213,10,false,3,9,4,4,5,1,0
214,17,true,4,17,4,5,10,0,0
214,9,false,0,9,3,6,11,2,0
215,20,true,2,23,10,3,9,1,0
215,30,false,1,10,3,3,4,0,0
216,23,true,3,9,5,1,10,0,0
216,29,false,0,9,0,3,11,0,0
217,27,true,4,26,11,11,8,0,0
217,25,false,1,5,2,3,13,2,0
218,16,true,0,19,4,5,6,0,0
218,18,false,1,7,1,4,18,2,0
219,24,true,0,14,6,6,16,0,0
219,1,false,0,8,3,6,10,0,0
220,26,true,1,10,2,6,8,2,0
220,28,false,0,13,2,3,11,2,0
221,9,true,1,11,3,3,11,2,0
221,27,false,3,24,11,10,12,2,0
222,15,true,3,15,5,8,10,0,0
222,24,false,0,3,2,4,13,1,0
223,18,true,0,8,1,4,11,0,0
223,23,false,1,7,2,4,8,0,0
224,21,true,4,6,5,3,10,0,0
224,16,false,5,13,7,3,14,1,0
225,25,true,1,10,5,3,5,1,0
225,3,false,1,15,5,4,9,1,0
226,28,true,2,13,5,2,10,2,0
226,20,false,1,11,2,7,12,1,0
227,29,true,0,4,0,2,7,0,0
227,2,false,0,15,4,6,13,1,0
228,30,true,2,10,3,5,11,2,0
228,17,false,2,16,3,2,15,3,0
229,1,true,0,9,1,6,14,1,1
229,8,false,1,12,6,7,13,3,0
230,10,true,1,20,2,7,5,0,0
230,26,false,2,7,5,1,12,3,0
231,1,true,0,21,11,13,11,2,0
231,23,false,0,14,3,3,19,1,0
232,9,true,1,14,3,5,11,3,0
232,3,false,2,8,4,3,15,4,0
233,15,true,2,13,6,3,6,0,0
233,16,false,0,14,2,12,7,1,0
234,18,true,3,15,5,2,13,2,0
234,24,false,0,10,0,5,13,1,0
235,21,true,0,10,2,6,8,2,0
235,27,false,3,17,6,8,9,2,0
236,25,true,0,11,2,8,6,1,0
236,17,false,1,6,2,4,15,4,0
237,29,true,1,17,7,7,12,0,0
237,26,false,1,18,4,7,13,0,0
238,30,true,2,25,6,5,9,3,0
238,2,false,0,6,2,5,11,0,1
239,10,true,3,18,7,3,8,1,0
239,20,false,0,7,3,3,15,2,1
240,28,true,0,12,3,7,10,2,0
240,8,false,0,12,4,7,13,1,0
241,2,true,2,10,3,2,10,0,0
241,21,false,0,12,4,11,11,2,0
242,16,true,2,16,5,7,4,1,0
242,25,false,2,7,2,2,12,1,0
243,17,true,1,22,4,11,9,2,0
243,15,false,3,14,7,4,15,2,0
244,20,true,1,19,7,8,12,0,0
244,29,false,0,7,0,4,12,3,0
245,23,true,1,8,2,4,17,1,1
245,30,false,0,18,2,5,10,2,0
246,24,true,0,11,3,6,11,1,0
246,10,false,3,14,6,4,8,0,0
247,26,true,1,19,3,9,11,1,0
247,9,false,1,12,2,5,14,2,0
248,27,true,1,26,9,15,12,0,0
248,28,false,0,3,0,1,9,1,0
249,3,true,0,17,4,7,6,0,0
249,1,false,2,10,5,3,8,1,0
250,8,true,1,16,5,10,6,0,0
250,18,false,1,17,7,11,9,3,0
251,3,true,1,11,2,9,7,4,0
251,24,false,3,11,6,2,18,2,0
252,8,true,5,15,5,8,16,0,1
252,20,false,1,10,4,3,14,1,0
253,9,true,1,14,7,8,11,0,0
253,28,false,2,10,3,5,16,2,0
254,10,true,0,34,6,14,9,1,0
254,29,false,1,5,1,1,12,3,0
255,21,true,2,13,3,3,16,2,0
255,30,false,2,11,6,3,11,2,0
256,25,true,2,21,5,6,7,2,0
256,18,false,1,12,6,8,15,3,0
257,26,true,0,13,2,5,10,0,0
257,23,false,1,13,5,4,12,3,0
258,1,true,2,24,6,11,9,4,0
258,15,false,1,7,3,1,10,3,1
259,2,true,0,6,1,0,10,3,0
259,16,false,6,11,9,6,9,1,0
260,17,true,1,19,4,7,12,1,0
260,27,false,2,6,3,1,17,3,0
261,15,true,1,13,3,3,9,0,0
261,21,false,0,9,1,4,11,2,0
262,23,true,1,7,2,7,10,3,0
262,8,false,2,16,4,8,11,1,0
263,24,true,2,11,3,11,7,0,0
263,2,false,1,5,1,0,15,3,0
264,28,true,0,14,1,4,14,3,0
264,3,false,0,11,3,5,17,1,0
265,29,true,3,11,5,3,14,2,0
265,9,false,2,15,2,6,16,2,0
266,30,true,1,9,3,5,11,1,0
266,25,false,0,13,4,6,9,0,0
267,27,true,2,34,14,7,11,2,0
267,26,false,1,10,4,7,14,3,0
268,18,true,3,7,5,2,21,4,0
268,1,false,2,13,5,3,15,3,0
269,2,true,1,14,5,9,8,3,0
269,10,false,3,10,7,8,7,1,0
270,3,true,2,9,4,10,11,0,0
270,23,false,0,6,1,2,18,0,0
271,15,true,2,22,5,11,10,0,0
271,29,false,2,11,3,3,8,2,0
272,21,true,1,13,2,4,17,3,0
272,8,false,2,10,2,4,5,2,0
273,25,true,2,17,6,4,11,1,0
273,9,false,2,13,5,5,14,1,0
274,1,true,1,18,4,7,8,0,0
274,26,false,2,11,2,3,11,2,0
275,16,true,3,11,7,3,14,0,0
275,17,false,0,4,2,2,14,1,0
276,18,true,1,14,3,9,7,1,0
276,28,false,0,13,3,7,17,2,0
277,24,true,1,9,2,5,11,1,0
277,20,false,0,5,3,2,6,0,0
278,30,true,1,14,3,6,10,0,0
278,27,false,0,9,2,3,11,3,0
279,8,true,1,20,7,8,9,1,0
279,24,false,1,16,5,4,10,2,0
280,10,true,2,15,8,9,12,2,1
280,30,false,3,17,5,6,13,3,0
281,17,true,4,22,9,9,10,0,0
281,2,false,0,2,1,1,10,1,0
282,20,true,1,14,3,5,13,1,0
282,3,false,3,16,5,4,8,3,0
283,23,true,1,16,5,12,9,2,1
283,25,false,1,11,3,2,9,1,0
284,26,true,1,10,3,5,14,2,0
284,21,false,0,8,3,0,15,5,0
285,27,true,2,26,11,9,9,2,0
285,1,false,2,10,4,2,10,2,1
286,28,true,0,11,4,3,10,2,0
286,15,false,1,14,7,8,11,2,0
287,9,true,1,14,4,6,12,1,0
287,16,false,2,19,5,6,16,2,1
288,29,true,1,9,2,4,8,1,0
288,18,false,0,7,1,5,7,0,1
289,3,true,3,12,4,5,12,1,0
289,26,false,2,12,4,3,11,0,0
290,21,true,0,5,0,3,15,3,0
290,17,false,0,15,3,8,10,1,0
291,24,true,1,13,2,1,13,1,0
291,23,false,2,11,4,4,12,2,1
292,2,true,0,11,2,5,6,0,0
292,27,false,2,19,8,8,6,0,0
293,15,true,1,10,1,8,4,0,0
293,20,false,0,13,2,4,9,0,0
294,8,true,2,22,5,10,13,3,0
294,30,false,2,13,6,9,14,5,0
295,9,true,0,12,4,10,9,1,0
295,15,false,1,8,3,7,13,1,0
296,10,true,0,8,2,7,7,0,0
296,1,false,2,11,3,5,10,0,0
297,26,true,1,10,1,4,9,3,0
297,2,false,0,12,2,6,10,2,0
298,28,true,1,9,4,9,10,3,0
298,24,false,2,9,6,2,14,1,0
299,29,true,0,10,0,4,8,1,0
299,21,false,1,7,1,3,13,2,0
300,17,true,0,26,2,11,9,1,0
300,18,false,1,5,3,5,12,1,0
301,20,true,1,17,8,2,14,4,0
301,25,false,1,14,4,5,7,1,0
302,23,true,3,16,5,3,10,1,0
302,16,false,2,18,9,5,13,3,0
303,27,true,3,17,8,4,11,0,0
303,3,false,0,2,0,5,6,1,0
304,1,true,4,19,12,8,7,1,0
304,28,false,0,6,2,3,10,1,0
305,2,true,0,15,4,7,12,4,1
305,8,false,4,11,8,2,8,1,0
306,3,true,0,11,2,4,9,0,0
306,17,false,4,15,7,4,8,1,0
307,16,true,1,15,7,12,11,2,0
307,27,false,1,18,5,9,11,0,0
308,21,true,3,13,6,6,6,0,0
308,20,false,2,13,5,5,11,0,0
309,24,true,2,12,5,5,6,0,0
309,26,false,2,12,3,5,16,1,0
310,25,true,0,22,7,9,11,1,0
310,29,false,0,3,0,3,13,1,0
311,30,true,2,18,6,4,12,2,1
311,9,false,2,12,5,5,19,2,0
312,15,true,1,11,4,7,12,2,0
312,23,false,0,10,2,8,13,2,0
313,18,true,1,10,2,5,15,2,0
313,10,false,0,7,1,5,6,0,0
314,2,true,1,6,1,3,13,2,0
314,3,false,2,12,3,8,11,2,0
315,9,true,1,13,6,10,13,2,0
315,21,false,0,13,4,4,10,1,0
316,17,true,2,13,4,8,10,0,0
316,29,false,1,13,2,8,7,1,0
317,23,true,3,20,6,11,8,0,0
317,20,false,1,5,3,2,7,0,0
318,26,true,1,12,6,1,15,5,0
318,8,false,0,8,2,9,13,4,0
319,28,true,1,13,5,7,13,2,0
319,10,false,1,12,7,6,10,1,0
320,30,true,3,19,7,7,11,2,0
320,1,false,3,11,6,4,8,0,0
321,16,true,4,14,6,6,14,0,0
321,24,false,1,10,3,3,14,2,0
322,25,true,0,15,1,1,9,1,0
322,15,false,2,17,7,7,9,1,0
323,27,true,3,16,8,2,10,3,0
323,18,false,0,5,1,7,10,3,0
324,9,true,0,18,6,10,7,0,0
324,10,false,0,9,5,7,9,1,1
325,8,true,0,11,4,11,12,2,1
325,17,false,3,11,8,3,15,3,0
326,10,true,1,7,2,3,8,1,0
326,23,false,1,18,4,10,14,1,0
327,18,true,1,13,4,14,9,0,0
327,2,false,0,7,1,3,10,1,0
328,20,true,3,12,7,3,13,2,0
328,26,false,0,11,1,7,9,1,0
329,21,true,0,19,6,14,7,2,0
329,25,false,3,8,3,0,11,2,0
330,29,true,0,16,4,9,11,0,0
330,28,false,1,11,4,3,17,3,0
331,1,true,1,21,6,10,7,0,0
331,9,false,1,7,2,5,13,2,0
332,3,true,1,18,5,5,9,0,0
332,16,false,2,19,6,4,9,0,0
333,15,true,2,6,2,0,14,1,1
333,30,false,2,19,4,5,14,3,0
334,24,true,0,12,2,5,12,2,0
334,27,false,4,23,6,3,12,0,0
335,20,true,1,5,3,5,13,3,0
335,17,false,1,9,5,3,8,2,0
336,16,true,4,37,13,9,8,1,0
336,10,false,0,3,0,1,11,1,1
337,18,true,2,16,10,10,13,1,0
337,9,false,0,5,0,2,7,2,0
338,30,true,3,18,7,4,11,0,0
338,28,false,1,7,4,2,17,2,1
339,1,true,2,16,7,2,14,0,0
339,29,false,0,8,1,6,14,1,0
340,2,true,2,16,7,6,8,2,0
340,23,false,4,17,7,11,9,0,0
341,3,true,1,13,4,10,11,1,0
341,8,false,4,16,4,7,4,0,0
342,16,true,2,13,4,5,8,1,0
342,20,false,2,6,3,4,17,1,0
343,17,true,4,11,6,9,8,0,0
343,24,false,0,14,2,4,8,0,0
344,15,true,4,18,9,4,15,1,0
344,26,false,0,9,1,6,10,2,0
345,25,true,0,12,3,7,10,2,0
345,1,false,0,20,7,7,8,4,0
346,27,true,1,19,2,9,8,0,0
346,29,false,1,16,3,7,13,1,0
347,1,true,1,14,3,7,8,1,0
347,21,false,0,12,3,3,7,0,0
348,10,true,2,12,5,3,4,1,0
